Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2025-11-25,AAMI,,44.88999938964844,45.2599983215332,44.220001220703125,44.650001525878906,158600.0
2025-11-25,ABG,,233.6199951171875,237.0399932861328,224.52999877929688,224.52999877929688,174000.0
2025-11-25,ABR,,8.90999984741211,9.020000457763672,8.510000228881836,8.539999961853027,4137800.0
2025-11-25,ACA,,106.18000030517578,107.12999725341797,104.0,104.0,236000.0
2025-11-25,ACHC,,16.56999969482422,16.600000381469727,15.4399995803833,15.550000190734863,3218300.0
2025-11-25,ADAM,,7.550000190734863,7.579999923706055,7.199999809265137,7.199999809265137,1249700.0
2025-11-25,AEE,,104.91999816894531,106.2300033569336,104.29000091552734,105.55000305175781,1441500.0
2025-11-25,AES,,13.8100004196167,14.029999732971191,13.770000457763672,13.9399995803833,4853900.0
2025-11-25,ALLE,,166.08999633789062,166.44000244140625,162.66000366210938,163.6300048828125,699800.0
2025-11-25,AMN,,17.489999771118164,17.549999237060547,17.110000610351562,17.229999542236328,952900.0
2025-11-25,AMTM,,30.0,31.871000289916992,27.559999465942383,28.350000381469727,10550000.0
2025-11-25,AMWD,,54.58000183105469,55.060001373291016,50.91999816894531,50.91999816894531,447900.0
2025-11-25,AMZN,,229.6699981689453,230.52000427246094,223.8000030517578,226.3800048828125,39379300.0
2025-11-25,AORT,,46.83000183105469,47.279998779296875,45.720001220703125,45.720001220703125,349700.0
2025-11-25,APH,,137.80999755859375,138.33999633789062,133.94000244140625,137.50999450683594,7102900.0
2025-11-25,APLE,,12.0,12.130000114440918,11.869999885559082,11.890000343322754,3596400.0
2025-11-25,ATGE,,89.61000061035156,92.36000061035156,89.0199966430664,89.91000366210938,1100000.0
2025-11-25,AVA,,41.2599983215332,41.529998779296875,41.150001525878906,41.2599983215332,732500.0
2025-11-25,AVB,,181.63999938964844,183.60000610351562,181.57000732421875,182.8000030517578,824900.0
2025-11-25,AVGO,,385.0299987792969,388.1300048828125,371.75,384.92999267578125,33507600.0
2025-11-25,AZTA,,38.099998474121094,38.20000076293945,36.65999984741211,36.93000030517578,1095500.0
2025-11-25,BA,,182.44000244140625,183.47999572753906,177.52000427246094,179.49000549316406,9676200.0
2025-11-25,BHE,,44.709999084472656,45.119998931884766,44.189998626708984,44.52000045776367,310500.0
2025-11-25,BJRI,,38.220001220703125,38.380001068115234,35.75,35.75,641000.0
2025-11-25,BKE,,56.40999984741211,56.91999816894531,54.099998474121094,54.439998626708984,540300.0
2025-11-25,BL,,57.7599983215332,57.900001525878906,56.29999923706055,56.529998779296875,755500.0
2025-11-25,BMI,,182.60000610351562,184.41000366210938,178.82000732421875,179.39999389648438,272100.0
2025-11-25,BOOT,,195.75999450683594,197.47000122070312,183.52999877929688,185.80999755859375,650300.0
2025-11-25,BRC,,80.7699966430664,81.77999877929688,78.7699966430664,79.63999938964844,297500.0
2025-11-25,BTU,,26.579999923706055,27.155000686645508,25.950000762939453,26.1299991607666,2193900.0
2025-11-25,CABO,,113.36000061035156,114.0,104.17500305175781,105.61000061035156,134900.0
2025-11-25,CALM,,83.8499984741211,86.31999969482422,83.79000091552734,85.36000061035156,843900.0
2025-11-25,CBRE,,162.2100067138672,162.6999969482422,158.69000244140625,159.1300048828125,1043600.0
2025-11-25,CENT,,34.150001525878906,35.93000030517578,32.88999938964844,32.88999938964844,259400.0
2025-11-25,CHD,,84.16000366210938,84.30000305175781,82.88999938964844,82.88999938964844,2312300.0
2025-11-25,CMI,,494.94000244140625,495.1099853515625,482.6300048828125,489.45001220703125,1072100.0
2025-11-25,CNP,,39.40999984741211,39.93000030517578,39.27000045776367,39.77000045776367,4075400.0
2025-11-25,CORT,,80.27999877929688,81.41000366210938,78.4000015258789,78.58999633789062,545100.0
2025-11-25,CPRT,,39.060001373291016,39.59000015258789,38.810001373291016,39.16999816894531,11838800.0
2025-11-25,CRL,,178.0500030517578,178.5500030517578,170.50999450683594,170.50999450683594,789500.0
2025-11-25,CRWD,,512.3400268554688,513.7100219726562,493.010009765625,503.70001220703125,1652200.0
2025-11-25,CSGP,,69.19999694824219,69.36000061035156,67.16000366210938,67.9800033569336,3746700.0
2025-11-25,CSGS,,78.22000122070312,78.29000091552734,77.8499984741211,77.8499984741211,1559000.0
2025-11-25,CSR,,66.58999633789062,68.0999984741211,66.5199966430664,67.18000030517578,236600.0
2025-11-25,CSX,,34.900001525878906,34.9900016784668,34.33000183105469,34.45000076293945,12472600.0
2025-11-25,CTAS,,183.6699981689453,184.44000244140625,181.7899932861328,182.13999938964844,2282800.0
2025-11-25,CTRA,,25.84000015258789,26.1200008392334,25.709999084472656,25.90999984741211,5195800.0
2025-11-25,CTVA,,66.05000305175781,66.5770034790039,65.4800033569336,66.0199966430664,3722700.0
2025-11-25,CWEN-A,,33.93000030517578,34.279998779296875,33.84000015258789,34.099998474121094,322487.0
2025-11-25,CWT,,45.70000076293945,46.31999969482422,45.56999969482422,45.900001525878906,401500.0
2025-11-25,DAL,,62.150001525878906,62.81999969482422,60.5099983215332,60.5099983215332,7753400.0
2025-11-25,DASH,,195.49000549316406,196.6699981689453,187.22000122070312,188.0800018310547,5652600.0
2025-11-25,DDOG,,158.99000549316406,160.58999633789062,155.88499450683594,157.82000732421875,3318800.0
2025-11-25,DEI,,12.180000305175781,12.319999694824219,11.789999961853027,11.789999961853027,1742500.0
2025-11-25,DELL,,125.91999816894531,127.12000274658203,123.05000305175781,123.08999633789062,14794100.0
2025-11-25,DGX,,192.35000610351562,193.35000610351562,190.72999572753906,191.75999450683594,1207300.0
